bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
68969075172,Funke Onuoha,Female,28/09/1959,"9692 Jessica Flats, Sokoto",0805132539208,ericarodriguez@example.org,"[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 7040011}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7200184}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7160896}]","[{""""source"""": """"CRC"""", """"value"""": 7449216}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6658682}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7743300}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Boyd Ltd"""", """"loanAmount"""": 1917922, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Beck-Hall"""", """"loanAmount"""": 2914226, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Harding, Singleton and Mckee"""", """"loanAmount"""": 876605, """"performanceStatus"""": """"Non-Performing""""}]}]"
29365131445,Chukwuma Ogunleye,Male,18/01/1986,"8234 Eric Gateway, Adamawa",0706437442167,daniel84@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 10768735}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13724238}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13731986}]","[{""""source"""": """"CRC"""", """"value"""": 4456970}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4491383}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4221646}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"King-Williams"""", """"loanAmount"""": 3496039, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Hale, Anderson and Cowan"""", """"loanAmount"""": 4823710, """"performanceStatus"""": """"Performing""""}]}]"
58394566131,Dayo Shittu,Male,12/03/1965,"739 Cooper Estates, Borno",0703391180193,stephenpittman@example.org,"[{""""source"""": """"CRC"""", """"value"""": 21}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 23}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 17827323}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18622641}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 23476597}]","[{""""source"""": """"CRC"""", """"value"""": 7995659}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8081260}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6125680}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Martinez-Rivera"""", """"loanAmount"""": 842286, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Wells-Harris"""", """"loanAmount"""": 4799176, """"performanceStatus"""": """"Performing""""}]}]"
47883194822,Nkechi Uche,Female,07/08/1993,"8578 John Cove, Zamfara",0803294567316,landerson@example.net,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 17408486}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16656346}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 18088014}]","[{""""source"""": """"CRC"""", """"value"""": 3291232}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3287654}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2861037}]","[{""""source"""": """"CRC"""", """"value"""": 299489}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 361906}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 258225}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Weaver Inc"""", """"loanAmount"""": 4598940, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Singh-Martinez"""", """"loanAmount"""": 1754499, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Luna-Green"""", """"loanAmount"""": 1004974, """"performanceStatus"""": """"Non-Performing""""}]}]"
50357238541,Simisola Lawal,Female,17/10/2004,"2729 Roy Ridges Suite 624, Abuja FCT",0805438949394,michael53@example.org,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 8998542}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11205445}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9950674}]","[{""""source"""": """"CRC"""", """"value"""": 5134528}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4218702}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5214678}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Gonzales Group"""", """"loanAmount"""": 2854528, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia PLC"""", """"loanAmount"""": 894210, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Cobb, Howell and Russell"""", """"loanAmount"""": 382621, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Howard-Johnson"""", """"loanAmount"""": 3329287, """"performanceStatus"""": """"Non-Performing""""}]}]"
60215458917,Tunde Adeyemi,Male,25/10/1967,"596 Murphy Underpass, Plateau",0802668209080,renee92@example.net,"[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 3429771}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4985819}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4628606}]","[{""""source"""": """"CRC"""", """"value"""": 9774827}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8993019}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8062160}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Wilson-White"""", """"loanAmount"""": 3646393, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bond Group"""", """"loanAmount"""": 4625651, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Gomez Group"""", """"loanAmount"""": 70643, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bush and Sons"""", """"loanAmount"""": 3886306, """"performanceStatus"""": """"Performing""""}]}]"
92476483337,Bukola Bello,Female,22/05/1959,"64983 Diana Course, Osun",0802482522398,daycody@example.net,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 5686485}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5606725}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8066540}]","[{""""source"""": """"CRC"""", """"value"""": 1448330}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1221702}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1342963}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Moore-Klein"""", """"loanAmount"""": 3316207, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Benson, Riley and Wells"""", """"loanAmount"""": 2828282, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Clark-Kramer"""", """"loanAmount"""": 3324578, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Durham LLC"""", """"loanAmount"""": 4689141, """"performanceStatus"""": """"Performing""""}]}]"
60574342966,Ezinne Adeyemi,Female,23/05/1956,"58168 Robert Island, Anambra",0803326996638,hilljason@example.com,"[{""""source"""": """"CRC"""", """"value"""": 17}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 13}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 1058444}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1033717}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1132458}]","[{""""source"""": """"CRC"""", """"value"""": 622506}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 546011}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 543251}]","[{""""source"""": """"CRC"""", """"value"""": 183120}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 178326}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 179204}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Dickerson, Edwards and Rogers"""", """"loanAmount"""": 3874939, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Reid LLC"""", """"loanAmount"""": 3164240, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Greene, Brown and Larson"""", """"loanAmount"""": 583646, """"performanceStatus"""": """"Non-Performing""""}]}]"
44277523540,Aisha Shittu,Female,26/02/1967,"682 Natalie Village Apt. 120, Niger",0903213048853,kellerchristopher@example.net,"[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 15}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 17}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15}]","[{""""source"""": """"CRC"""", """"value"""": 12858752}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12631756}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14827969}]","[{""""source"""": """"CRC"""", """"value"""": 4749800}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4532279}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4141270}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Cook-Acevedo"""", """"loanAmount"""": 3592088, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Porter Inc"""", """"loanAmount"""": 197397, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Smith-Cardenas"""", """"loanAmount"""": 4299994, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Johnson, Barr and Holmes"""", """"loanAmount"""": 2256090, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Yates and Sons"""", """"loanAmount"""": 4988609, """"performanceStatus"""": """"Non-Performing""""}]}]"
38276135664,Ibrahim Eze,Male,08/01/2002,"394 Monica Spring Suite 715, Nasarawa",0803912879989,carolrivera@example.org,"[{""""source"""": """"CRC"""", """"value"""": 25}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 20776553}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18647923}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 22784093}]","[{""""source"""": """"CRC"""", """"value"""": 4169801}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4323744}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5975552}]","[{""""source"""": """"CRC"""", """"value"""": 398818}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 439063}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 474154}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Miles-Taylor"""", """"loanAmount"""": 4314544, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Avila-Torres"""", """"loanAmount"""": 4445966, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Garcia, Williams and Roy"""", """"loanAmount"""": 4498267, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Graham Group"""", """"loanAmount"""": 4601536, """"performanceStatus"""": """"Non-Performing""""}]}]"
79350742518,Funke Uche,Female,06/01/1967,"86413 Ferguson Mills Apt. 329, Akwa Ibom",0805526204533,barrrobert@example.org,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 2582807}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3264200}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2690397}]","[{""""source"""": """"CRC"""", """"value"""": 141659}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 137163}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 105878}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Lynch PLC"""", """"loanAmount"""": 1886391, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Strickland Inc"""", """"loanAmount"""": 1610675, """"performanceStatus"""": """"Performing""""}]}]"
26536510274,Habiba Adewale,Female,16/10/1981,"9243 Amy Terrace Suite 115, Ebonyi",0805151095598,stevensonandrew@example.org,"[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 10}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 11}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 11}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 11253916}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9878919}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8356972}]","[{""""source"""": """"CRC"""", """"value"""": 2805948}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3431432}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2550961}]","[{""""source"""": """"CRC"""", """"value"""": 328261}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 340089}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 248528}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Adams-Reed"""", """"loanAmount"""": 3912732, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Burns PLC"""", """"loanAmount"""": 1531207, """"performanceStatus"""": """"Non-Performing""""}]}]"
38651035208,Nneka Ogunleye,Female,28/05/1965,"357 Vincent Flats, Abia",0703580656266,wreyes@example.com,"[{""""source"""": """"CRC"""", """"value"""": 23}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 24}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 26}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 5298588}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4763638}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6316862}]","[{""""source"""": """"CRC"""", """"value"""": 4927537}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5383901}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4531081}]","[{""""source"""": """"CRC"""", """"value"""": 16896}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12942}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15520}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Morton-Hall"""", """"loanAmount"""": 4606188, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bailey and Sons"""", """"loanAmount"""": 4104574, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Summers, Hancock and Manning"""", """"loanAmount"""": 3525947, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Chapman, Gutierrez and Mckinney"""", """"loanAmount"""": 4767293, """"performanceStatus"""": """"Non-Performing""""}]}]"
46607763199,Aisha Uche,Female,29/04/1997,"015 Carlos Flats, Jigawa",0706580686442,james71@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 6039901}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6400864}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5193667}]","[{""""source"""": """"CRC"""", """"value"""": 6669024}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7940404}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5777906}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Lopez-Smith"""", """"loanAmount"""": 1494095, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Jarvis-Gibbs"""", """"loanAmount"""": 4921020, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Perez Ltd"""", """"loanAmount"""": 2068370, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Ware Inc"""", """"loanAmount"""": 473957, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Lopez-Scott"""", """"loanAmount"""": 1480253, """"performanceStatus"""": """"Performing""""}]}]"
